id,filename,style,caption,source,author,licence,collection_date,permitted_use,width,height,sha256,split,notes
DS-0139,met-789145.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, a molted cicada shell utsusemi soga gorō tokimune from the",https://www.metmuseum.org/art/collection/search/789145,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3000,4000,fd32c8eb4e0a5ecf011b354007d248cf35867fb7dd26ac90141b562d98ab73ba,train,The Metropolitan Museum of Art Open Access
DS-0140,met-789146.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, lady of the evening faces yūgao yazama s wife orie",https://www.metmuseum.org/art/collection/search/789146,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2460,3640,27fe2ec93b665f2112f9b3f38f7bd287060b7852e828a489983ab77bfe8c4b4c,train,The Metropolitan Museum of Art Open Access
DS-0141,met-789147.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, a boat cast adrift ukifune omatsu and akabori mizuemon from",https://www.metmuseum.org/art/collection/search/789147,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2463,3679,430f310c36253aa588ace915b859062302ad90e8ce06ba7233870d01425ea637,train,The Metropolitan Museum of Art Open Access
DS-0142,met-789148.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, exile to suma suma tamaori hime from the series scenes",https://www.metmuseum.org/art/collection/search/789148,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3000,4000,eff7afd18dd5a719bbb2548e9855587ebf567778477ed6fa6375137b404a8935,train,The Metropolitan Museum of Art Open Access
DS-0143,met-819963.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, a lovely garland tamakazura tamatori ama from the series scenes",https://www.metmuseum.org/art/collection/search/819963,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2498,3712,b0419c07c69fa0b1a2477608b0b3fc4c4b43d6c0f2c05fbadd8cbe8db4b7677e,train,The Metropolitan Museum of Art Open Access
DS-0144,met-835847.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, courtesan with a young man wakashu beside a screen",https://www.metmuseum.org/art/collection/search/835847,Hishikawa Moronobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3696,2736,676c67b1d33df74bbd90692f1f9cd7c27c69964e92970b678489bf6b5657a6c3,train,The Metropolitan Museum of Art Open Access
DS-0145,met-857956.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, mother and her children in front of a freestanding screen",https://www.metmuseum.org/art/collection/search/857956,Kitagawa Utamaro 喜多川歌麿,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3848,2736,55c8310da6aab08e01de00baa960b47ec761801928c46403b815c1a00f48fcb7,train,The Metropolitan Museum of Art Open Access
DS-0146,met-908751.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, woman applying makeup",https://www.metmuseum.org/art/collection/search/908751,Hashiguchi Goyō,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2862,3973,d226a5a25ce1369c74ed9da6bb45b70c7486104c2a1e4fb73cfd9bac94129634,train,The Metropolitan Museum of Art Open Access
DS-0147,met-911874.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, story of the western chamber",https://www.metmuseum.org/art/collection/search/911874,,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2237,4000,c8822ca8b091907087b9abfa3d8a5e410202cb14598bc794974eb60041e631e6,val,The Metropolitan Museum of Art Open Access
DS-0148,met-930218.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, bun ya no asayasu no 36 from the series a",https://www.metmuseum.org/art/collection/search/930218,Utagawa Kunisada,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2738,4000,c3deec0ee664ca41f8019a0d5a294597420bda6f638529e9a636f2ae6ea0d38d,val,The Metropolitan Museum of Art Open Access
